1.0,134642890.344
2.0,117462609.697
3.0,178786845.511
4.0,107215073.068
5.0,160930751.969
6.0,126176338.66
7.0,233630789.215
8.0,190995983.265
9.0,119756262.948
10.0,187078445.291
11.0,221168734.769
12.0,163197984.284
13.0,211702828.136
14.0,106840929.577
15.0,183627521.373
